id,name_ja,name_en,type_ja,category_ja,power,accuracy,pp,priority,generation,effect_en,contact,punch,sound,bullet,pulse,slicing,wind,bite,powder,heal,protect,reflectable,mirror
341,マッドショット,mud-shot,じめん,とくしゅ,55,95,15,0,第三世代,Has a chance to lower the target’s Speed by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
342,ポイズンテール,poison-tail,どく,ぶつり,50,100,25,0,第三世代,Has an increased chance for a critical hit and a chance to poison the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
343,ほしがる,covet,ノーマル,ぶつり,60,100,25,0,第三世代,Takes the target’s item.,1,0,0,0,0,0,0,0,0,0,1,0,1
344,ボルテッカー,volt-tackle,でんき,ぶつり,120,100,15,0,第三世代,User takes 1/3 the damage inflicted in recoil.  Has a chance to paralyze the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
345,マジカルリーフ,magical-leaf,くさ,とくしゅ,60,,20,0,第三世代,Never misses.,0,0,0,0,0,0,0,0,0,0,1,0,1
346,みずあそび,water-sport,みず,へんか,,,15,0,第三世代,Halves all Fire-type damage.,0,0,0,0,0,0,0,0,0,0,0,0,0
347,めいそう,calm-mind,エスパー,へんか,,,20,0,第三世代,Raises the user’s Special Attack and Special Defense by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
348,リーフブレード,leaf-blade,くさ,ぶつり,90,100,15,0,第三世代,Has an increased chance for a critical hit.,1,0,0,0,0,1,0,0,0,0,1,0,1
349,りゅうのまい,dragon-dance,ドラゴン,へんか,,,20,0,第三世代,Raises the user’s Attack and Speed by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
350,ロックブラスト,rock-blast,いわ,ぶつり,25,90,10,0,第三世代,Hits 2-5 times in one turn.,0,0,0,1,0,0,0,0,0,0,1,0,1
351,でんげきは,shock-wave,でんき,とくしゅ,60,,20,0,第三世代,Never misses.,0,0,0,0,0,0,0,0,0,0,1,0,1
352,みずのはどう,water-pulse,みず,とくしゅ,60,100,20,0,第三世代,Has a chance to confuse the target.,0,0,0,0,1,0,0,0,0,0,1,0,1
353,はめつのねがい,doom-desire,はがね,とくしゅ,140,100,5,0,第三世代,Hits the target two turns later.,0,0,0,0,0,0,0,0,0,0,0,0,0
354,サイコブースト,psycho-boost,エスパー,とくしゅ,140,90,5,0,第三世代,Lowers the user’s Special Attack by two stages after inflicting damage.,0,0,0,0,0,0,0,0,0,0,1,0,1
355,はねやすめ,roost,ひこう,へんか,,,5,0,第四世代,Heals the user by half its max HP.,0,0,0,0,0,0,0,0,0,1,0,0,0
356,じゅうりょく,gravity,エスパー,へんか,,,5,0,第四世代,Disables moves and immunities that involve flying or levitating for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,0
357,ミラクルアイ,miracle-eye,エスパー,へんか,,,40,0,第四世代,"Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it’s Dark.",0,0,0,0,0,0,0,0,0,0,1,1,1
358,めざましビンタ,wake-up-slap,かくとう,ぶつり,70,100,10,0,第四世代,"If the target is asleep, has double power and wakes it up.",0,0,0,0,0,0,0,0,0,0,0,0,0
359,アームハンマー,hammer-arm,かくとう,ぶつり,100,90,10,0,第四世代,Lowers user’s Speed by one stage.,1,1,0,0,0,0,0,0,0,0,1,0,1
360,ジャイロボール,gyro-ball,はがね,ぶつり,,100,5,0,第四世代,"Power raises when the user has lower Speed, up to a maximum of 150.",0,0,0,0,0,0,0,0,0,0,0,0,0
361,いやしのねがい,healing-wish,エスパー,へんか,,,10,0,第四世代,User faints.  Its replacement has its HP fully restored and any major status effect removed.,0,0,0,0,0,0,0,0,0,1,0,0,0
362,しおみず,brine,みず,とくしゅ,65,100,10,0,第四世代,Has double power against Pokémon that have less than half their max HP remaining.,0,0,0,0,0,0,0,0,0,0,1,0,1
363,しぜんのめぐみ,natural-gift,ノーマル,ぶつり,,100,15,0,第四世代,Power and type depend on the held berry.,0,0,0,0,0,0,0,0,0,0,1,0,1
364,フェイント,feint,ノーマル,ぶつり,30,100,10,2,第四世代,Hits through Protect and Detect.,0,0,0,0,0,0,0,0,0,0,0,0,1
365,ついばむ,pluck,ひこう,ぶつり,60,100,20,0,第四世代,"If target has a berry, inflicts double damage and uses the berry.",1,0,0,0,0,0,0,0,0,0,1,0,1
366,おいかぜ,tailwind,ひこう,へんか,,,15,0,第四世代,"For three turns, friendly Pokémon have doubled Speed.",0,0,0,0,0,0,1,0,0,0,0,0,0
367,つぼをつく,acupressure,ノーマル,へんか,,,30,0,第四世代,Raises one of a friendly Pokémon’s stats at random by two stages.,0,0,0,0,0,0,0,0,0,0,0,0,0
368,メタルバースト,metal-burst,はがね,ぶつり,,100,10,0,第四世代,Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.,0,0,0,0,0,0,0,0,0,0,0,0,0
369,とんぼがえり,u-turn,むし,ぶつり,70,100,20,0,第四世代,User must switch out after attacking.,1,0,0,0,0,0,0,0,0,0,1,0,1
370,インファイト,close-combat,かくとう,ぶつり,120,100,5,0,第四世代,Lowers the user’s Defense and Special Defense by one stage after inflicting damage.,1,0,0,0,0,0,0,0,0,0,1,0,1
371,しっぺがえし,payback,あく,ぶつり,50,100,10,0,第四世代,Power is doubled if the target has already moved this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
372,ダメおし,assurance,あく,ぶつり,60,100,10,0,第四世代,Power is doubled if the target has already received damage this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
373,さしおさえ,embargo,あく,へんか,,100,15,0,第四世代,Target cannot use held items.,0,0,0,0,0,0,0,0,0,0,1,1,1
374,なげつける,fling,あく,ぶつり,,100,10,0,第四世代,Throws held item at the target; power depends on the item.,0,0,0,0,0,0,0,0,0,0,1,0,1
375,サイコシフト,psycho-shift,エスパー,へんか,,100,10,0,第四世代,Transfers the user’s major status effect to the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
376,きりふだ,trump-card,ノーマル,とくしゅ,,,5,0,第四世代,"Power increases when this move has less PP, up to a maximum of 200.",0,0,0,0,0,0,0,0,0,0,0,0,0
377,かいふくふうじ,heal-block,エスパー,へんか,,100,15,0,第四世代,Prevents target from restoring its HP for five turns.,0,0,0,0,0,0,0,0,0,0,1,1,1
378,しぼりとる,wring-out,ノーマル,とくしゅ,,100,5,0,第四世代,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",0,0,0,0,0,0,0,0,0,0,0,0,0
379,パワートリック,power-trick,エスパー,へんか,,,10,0,第四世代,User swaps Attack and Defense.,0,0,0,0,0,0,0,0,0,0,0,0,0
380,いえき,gastro-acid,どく,へんか,,100,10,0,第四世代,Nullifies target’s ability until it leaves battle.,0,0,0,0,0,0,0,0,0,0,1,1,1
381,おまじない,lucky-chant,ノーマル,へんか,,,30,0,第四世代,Prevents the target from scoring critical hits for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,0
382,さきどり,me-first,ノーマル,へんか,,,20,0,第四世代,"Uses the target’s move against it before it attacks, with power increased by half.",0,0,0,0,0,0,0,0,0,0,1,0,0
383,まねっこ,copycat,ノーマル,へんか,,,20,0,第四世代,Uses the target’s last used move.,0,0,0,0,0,0,0,0,0,0,0,0,0
384,パワースワップ,power-swap,エスパー,へんか,,,10,0,第四世代,User swaps Attack and Special Attack changes with the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
385,ガードスワップ,guard-swap,エスパー,へんか,,,10,0,第四世代,User swaps Defense and Special Defense changes with the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
386,おしおき,punishment,あく,ぶつり,,100,5,0,第四世代,"Power increases against targets with more raised stats, up to a maximum of 200.",0,0,0,0,0,0,0,0,0,0,0,0,0
387,とっておき,last-resort,ノーマル,ぶつり,140,100,5,0,第四世代,Can only be used after all of the user’s other moves have been used.,1,0,0,0,0,0,0,0,0,0,1,0,1
388,なやみのタネ,worry-seed,くさ,へんか,,100,10,0,第四世代,Changes the target’s ability to Insomnia.,0,0,0,0,0,0,0,0,0,0,1,1,1
389,ふいうち,sucker-punch,あく,ぶつり,70,100,5,1,第四世代,Only works if the target is about to use a damaging move.,1,0,0,0,0,0,0,0,0,0,1,0,1
390,どくびし,toxic-spikes,どく,へんか,,,20,0,第四世代,"Scatters poisoned spikes, poisoning opposing Pokémon that switch in.",0,0,0,0,0,0,0,0,0,0,0,1,0
391,ハートスワップ,heart-swap,エスパー,へんか,,,10,0,第四世代,User and target swap stat changes.,0,0,0,0,0,0,0,0,0,0,1,0,1
392,アクアリング,aqua-ring,みず,へんか,,,20,0,第四世代,Restores 1/16 of the user’s max HP each turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
393,でんじふゆう,magnet-rise,でんき,へんか,,,10,0,第四世代,User is immune to Ground moves and effects for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,0
394,フレアドライブ,flare-blitz,ほのお,ぶつり,120,100,15,0,第四世代,User takes 1/3 the damage inflicted in recoil.  Has a chance to burn the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
395,はっけい,force-palm,かくとう,ぶつり,60,100,10,0,第四世代,Has a chance to paralyze the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
396,はどうだん,aura-sphere,かくとう,とくしゅ,80,,20,0,第四世代,Never misses.,0,0,0,1,1,0,0,0,0,0,1,0,1
397,ロックカット,rock-polish,いわ,へんか,,,20,0,第四世代,Raises the user’s Speed by two stages.,0,0,0,0,0,0,0,0,0,0,0,0,0
398,どくづき,poison-jab,どく,ぶつり,80,100,20,0,第四世代,Has a chance to poison the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
399,あくのはどう,dark-pulse,あく,とくしゅ,80,100,15,0,第四世代,Has a chance to make the target flinch.,0,0,0,0,1,0,0,0,0,0,1,0,1
400,つじぎり,night-slash,あく,ぶつり,70,100,15,0,第四世代,Has an increased chance for a critical hit.,1,0,0,0,0,1,0,0,0,0,1,0,1
401,アクアテール,aqua-tail,みず,ぶつり,90,90,10,0,第四世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,1,0,1
402,タネばくだん,seed-bomb,くさ,ぶつり,80,100,15,0,第四世代,Inflicts regular damage with no additional effect.,0,0,0,1,0,0,0,0,0,0,1,0,1
403,エアスラッシュ,air-slash,ひこう,とくしゅ,75,95,15,0,第四世代,Has a chance to make the target flinch.,0,0,0,0,0,1,0,0,0,0,1,0,1
404,シザークロス,x-scissor,むし,ぶつり,80,100,15,0,第四世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,1,0,0,0,0,1,0,1
405,むしのさざめき,bug-buzz,むし,とくしゅ,90,100,10,0,第四世代,Has a chance to lower the target’s Special Defense by one stage.,0,0,1,0,0,0,0,0,0,0,1,0,1
406,りゅうのはどう,dragon-pulse,ドラゴン,とくしゅ,85,100,10,0,第四世代,Inflicts regular damage with no additional effect.,0,0,0,0,1,0,0,0,0,0,1,0,1
407,ドラゴンダイブ,dragon-rush,ドラゴン,ぶつり,100,75,10,0,第四世代,Has a chance to make the target flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
408,パワージェム,power-gem,いわ,とくしゅ,80,100,20,0,第四世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,1,0,1
409,ドレインパンチ,drain-punch,かくとう,ぶつり,75,100,10,0,第四世代,Drains half the damage inflicted to heal the user.,1,1,0,0,0,0,0,0,0,1,1,0,1
410,しんくうは,vacuum-wave,かくとう,とくしゅ,40,100,30,1,第四世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,1,0,1
411,きあいだま,focus-blast,かくとう,とくしゅ,120,70,5,0,第四世代,Has a chance to lower the target’s Special Defense by one stage.,0,0,0,1,0,0,0,0,0,0,1,0,1
412,エナジーボール,energy-ball,くさ,とくしゅ,90,100,10,0,第四世代,Has a chance to lower the target’s Special Defense by one stage.,0,0,0,1,0,0,0,0,0,0,1,0,1
413,ブレイブバード,brave-bird,ひこう,ぶつり,120,100,15,0,第四世代,User receives 1/3 the damage inflicted in recoil.,1,0,0,0,0,0,0,0,0,0,1,0,1
414,だいちのちから,earth-power,じめん,とくしゅ,90,100,10,0,第四世代,Has a chance to lower the target’s Special Defense by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
415,すりかえ,switcheroo,あく,へんか,,100,10,0,第四世代,User and target swap items.,0,0,0,0,0,0,0,0,0,0,1,0,1
416,ギガインパクト,giga-impact,ノーマル,ぶつり,150,90,5,0,第四世代,User foregoes its next turn to recharge.,1,0,0,0,0,0,0,0,0,0,1,0,1
417,わるだくみ,nasty-plot,あく,へんか,,,20,0,第四世代,Raises the user’s Special Attack by two stages.,0,0,0,0,0,0,0,0,0,0,0,0,0
418,バレットパンチ,bullet-punch,はがね,ぶつり,40,100,30,1,第四世代,Inflicts regular damage with no additional effect.,1,1,0,0,0,0,0,0,0,0,1,0,1
419,ゆきなだれ,avalanche,こおり,ぶつり,60,100,10,-4,第四世代,Inflicts double damage if the user takes damage before attacking this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
420,こおりのつぶて,ice-shard,こおり,ぶつり,40,100,30,1,第四世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,1,0,1
421,シャドークロー,shadow-claw,ゴースト,ぶつり,70,100,15,0,第四世代,Has an increased chance for a critical hit.,1,0,0,0,0,0,0,0,0,0,1,0,1
422,かみなりのキバ,thunder-fang,でんき,ぶつり,65,95,15,0,第四世代,Has a chance to paralyze the target and a chance to make the target flinch.,1,0,0,0,0,0,0,1,0,0,1,0,1
423,こおりのキバ,ice-fang,こおり,ぶつり,65,95,15,0,第四世代,Has a chance to freeze the target and a chance to make the target flinch.,1,0,0,0,0,0,0,1,0,0,1,0,1
424,ほのおのキバ,fire-fang,ほのお,ぶつり,65,95,15,0,第四世代,Has a chance to burn the target and a chance to make the target flinch.,1,0,0,0,0,0,0,1,0,0,1,0,1
425,かげうち,shadow-sneak,ゴースト,ぶつり,40,100,30,1,第四世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,1,0,1
426,どろばくだん,mud-bomb,じめん,とくしゅ,65,85,10,0,第四世代,Has a chance to lower the target’s accuracy by one stage.,0,0,0,1,0,0,0,0,0,0,1,0,1
427,サイコカッター,psycho-cut,エスパー,ぶつり,70,100,20,0,第四世代,Has an increased chance for a critical hit.,0,0,0,0,0,1,0,0,0,0,1,0,1
428,しねんのずつき,zen-headbutt,エスパー,ぶつり,80,90,15,0,第四世代,Has a chance to make the target flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
429,ミラーショット,mirror-shot,はがね,とくしゅ,65,85,10,0,第四世代,Has a chance to lower the target’s accuracy by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
430,ラスターカノン,flash-cannon,はがね,とくしゅ,80,100,10,0,第四世代,Has a chance to lower the target’s Special Defense by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
431,ロッククライム,rock-climb,ノーマル,ぶつり,90,85,20,0,第四世代,Has a chance to confuse the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
432,きりばらい,defog,ひこう,へんか,,,15,0,第四世代,Lowers the target’s evasion by one stage.  Removes field effects from the enemy field.,0,0,0,0,0,0,0,0,0,0,1,1,1
433,トリックルーム,trick-room,エスパー,へんか,,,5,-7,第四世代,"For five turns, slower Pokémon will act before faster Pokémon.",0,0,0,0,0,0,0,0,0,0,0,0,1
434,りゅうせいぐん,draco-meteor,ドラゴン,とくしゅ,130,90,5,0,第四世代,Lowers the user’s Special Attack by two stages after inflicting damage.,0,0,0,0,0,0,0,0,0,0,1,0,1
435,ほうでん,discharge,でんき,とくしゅ,80,100,15,0,第四世代,Has a chance to paralyze the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
436,ふんえん,lava-plume,ほのお,とくしゅ,80,100,15,0,第四世代,Has a chance to burn the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
437,リーフストーム,leaf-storm,くさ,とくしゅ,130,90,5,0,第四世代,Lowers the user’s Special Attack by two stages after inflicting damage.,0,0,0,0,0,0,0,0,0,0,1,0,1
438,パワーウィップ,power-whip,くさ,ぶつり,120,85,10,0,第四世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,1,0,1
439,がんせきほう,rock-wrecker,いわ,ぶつり,150,90,5,0,第四世代,User foregoes its next turn to recharge.,0,0,0,1,0,0,0,0,0,0,1,0,1
440,クロスポイズン,cross-poison,どく,ぶつり,70,100,20,0,第四世代,Has an increased chance for a critical hit and a chance to poison the target.,1,0,0,0,0,1,0,0,0,0,1,0,1
441,ダストシュート,gunk-shot,どく,ぶつり,120,80,5,0,第四世代,Has a chance to poison the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
442,アイアンヘッド,iron-head,はがね,ぶつり,80,100,15,0,第四世代,Has a chance to make the target flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
443,マグネットボム,magnet-bomb,はがね,ぶつり,60,,20,0,第四世代,Never misses.,0,0,0,1,0,0,0,0,0,0,1,0,1
444,ストーンエッジ,stone-edge,いわ,ぶつり,100,80,5,0,第四世代,Has an increased chance for a critical hit.,0,0,0,0,0,0,0,0,0,0,1,0,1
445,ゆうわく,captivate,ノーマル,へんか,,100,20,0,第四世代,Lowers the target’s Special Attack by two stages if it’s the opposite gender.,0,0,0,0,0,0,0,0,0,0,1,1,1
446,ステルスロック,stealth-rock,いわ,へんか,,,20,0,第四世代,Causes damage when opposing Pokémon switch in.,0,0,0,0,0,0,0,0,0,0,0,1,0
447,くさむすび,grass-knot,くさ,とくしゅ,,100,20,0,第四世代,"Inflicts more damage to heavier targets, with a maximum of 120 power.",0,0,0,0,0,0,0,0,0,0,0,0,0
448,おしゃべり,chatter,ひこう,とくしゅ,65,100,20,0,第四世代,Has a higher chance to confuse the target when the recorded sound is louder.,0,0,1,0,0,0,0,0,0,0,1,0,1
449,さばきのつぶて,judgment,ノーマル,とくしゅ,100,100,10,0,第四世代,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",0,0,0,0,0,0,0,0,0,0,1,0,1
450,むしくい,bug-bite,むし,ぶつり,60,100,20,0,第四世代,"If target has a berry, inflicts double damage and uses the berry.",1,0,0,0,0,0,0,0,0,0,1,0,1
451,チャージビーム,charge-beam,でんき,とくしゅ,50,90,10,0,第四世代,Has a chance to raise the user’s Special Attack by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
452,ウッドハンマー,wood-hammer,くさ,ぶつり,120,100,15,0,第四世代,User receives 1/3 the damage inflicted in recoil.,1,0,0,0,0,0,0,0,0,0,1,0,1
453,アクアジェット,aqua-jet,みず,ぶつり,40,100,20,1,第四世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,1,0,1
454,こうげきしれい,attack-order,むし,ぶつり,90,100,15,0,第四世代,Has an increased chance for a critical hit.,0,0,0,0,0,0,0,0,0,0,1,0,1
455,ぼうぎょしれい,defend-order,むし,へんか,,,10,0,第四世代,Raises the user’s Defense and Special Defense by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
456,かいふくしれい,heal-order,むし,へんか,,,10,0,第四世代,Heals the user by half its max HP.,0,0,0,0,0,0,0,0,0,1,0,0,0
457,もろはのずつき,head-smash,いわ,ぶつり,150,80,5,0,第四世代,User receives 1/2 the damage inflicted in recoil.,1,0,0,0,0,0,0,0,0,0,1,0,1
458,ダブルアタック,double-hit,ノーマル,ぶつり,35,90,10,0,第四世代,Hits twice in one turn.,1,0,0,0,0,0,0,0,0,0,1,0,1
459,ときのほうこう,roar-of-time,ドラゴン,とくしゅ,150,90,5,0,第四世代,User foregoes its next turn to recharge.,0,0,0,0,0,0,0,0,0,0,1,0,1
460,あくうせつだん,spacial-rend,ドラゴン,とくしゅ,100,95,5,0,第四世代,Has an increased chance for a critical hit.,0,0,0,0,0,0,0,0,0,0,1,0,1
461,みかづきのまい,lunar-dance,エスパー,へんか,,,10,0,第四世代,"User faints, and its replacement is fully healed.",0,0,0,0,0,0,0,0,0,1,0,0,0
462,にぎりつぶす,crush-grip,ノーマル,ぶつり,,100,5,0,第四世代,"Power increases against targets with more HP remaining, up to a maximum of 121 power.",0,0,0,0,0,0,0,0,0,0,0,0,0
463,マグマストーム,magma-storm,ほのお,とくしゅ,100,75,5,0,第四世代,Prevents the target from fleeing and inflicts damage for 2-5 turns.,0,0,0,0,0,0,0,0,0,0,1,0,1
464,ダークホール,dark-void,あく,へんか,,50,10,0,第四世代,Puts the target to sleep.,0,0,0,0,0,0,0,0,0,0,1,1,1
465,シードフレア,seed-flare,くさ,とくしゅ,120,85,5,0,第四世代,Has a chance to lower the target’s Special Defense by two stages.,0,0,0,0,0,0,0,0,0,0,1,0,1
466,あやしいかぜ,ominous-wind,ゴースト,とくしゅ,60,100,5,0,第四世代,Has a chance to raise all of the user’s stats by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
467,シャドーダイブ,shadow-force,ゴースト,ぶつり,120,100,5,0,第四世代,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.",1,0,0,0,0,0,0,0,0,0,0,0,1
468,つめとぎ,hone-claws,あく,へんか,,,15,0,第五世代,Raises the user’s Attack and accuracy by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
469,ワイドガード,wide-guard,いわ,へんか,,,10,3,第五世代,Prevents any multi-target moves from hitting friendly Pokémon this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
470,ガードシェア,guard-split,エスパー,へんか,,,10,0,第五世代,Averages Defense and Special Defense with the target.,0,0,0,0,0,0,0,0,0,0,1,0,0
471,パワーシェア,power-split,エスパー,へんか,,,10,0,第五世代,Averages Attack and Special Attack with the target.,0,0,0,0,0,0,0,0,0,0,1,0,0
472,ワンダールーム,wonder-room,エスパー,へんか,,,10,0,第五世代,All Pokémon’s Defense and Special Defense are swapped for 5 turns.,0,0,0,0,0,0,0,0,0,0,0,0,1
473,サイコショック,psyshock,エスパー,とくしゅ,80,100,10,0,第五世代,"Inflicts damage based on the target’s Defense, not Special Defense.",0,0,0,0,0,0,0,0,0,0,1,0,1
474,ベノムショック,venoshock,どく,とくしゅ,65,100,10,0,第五世代,Inflicts double damage if the target is Poisoned.,0,0,0,0,0,0,0,0,0,0,1,0,1
475,ボディパージ,autotomize,はがね,へんか,,,15,0,第五世代,Raises the user’s Speed by two stages and halves the user’s weight.,0,0,0,0,0,0,0,0,0,0,0,0,0
476,いかりのこな,rage-powder,むし,へんか,,,20,2,第五世代,Redirects the target’s single-target effects to the user for this turn.,0,0,0,0,0,0,0,0,1,0,0,0,0
477,テレキネシス,telekinesis,エスパー,へんか,,,15,0,第五世代,Moves have 100% accuracy against the target for three turns.,0,0,0,0,0,0,0,0,0,0,1,1,1
478,マジックルーム,magic-room,エスパー,へんか,,,10,0,第五世代,Negates held items for five turns.,0,0,0,0,0,0,0,0,0,0,0,0,1
479,うちおとす,smack-down,いわ,ぶつり,50,100,15,0,第五世代,Removes any immunity to Ground damage.,0,0,0,0,0,0,0,0,0,0,1,0,1
480,やまあらし,storm-throw,かくとう,ぶつり,60,100,10,0,第五世代,Always scores a critical hit.,1,0,0,0,0,0,0,0,0,0,1,0,1
481,はじけるほのお,flame-burst,ほのお,とくしゅ,70,100,15,0,第五世代,Deals splash damage to Pokémon next to the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
482,ヘドロウェーブ,sludge-wave,どく,とくしゅ,95,100,10,0,第五世代,Has a chance to poison the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
483,ちょうのまい,quiver-dance,むし,へんか,,,20,0,第五世代,"Raises the user’s Special Attack, Special Defense, and Speed by one stage each.",0,0,0,0,0,0,0,0,0,0,0,0,0
484,ヘビーボンバー,heavy-slam,はがね,ぶつり,,100,10,0,第五世代,"Power is higher when the user weighs more than the target, up to a maximum of 120.",0,0,0,0,0,0,0,0,0,0,0,0,0
485,シンクロノイズ,synchronoise,エスパー,とくしゅ,120,100,10,0,第五世代,Hits any Pokémon that shares a type with the user.,0,0,0,0,0,0,0,0,0,0,1,0,1
486,エレキボール,electro-ball,でんき,とくしゅ,,100,10,0,第五世代,"Power is higher when the user has greater Speed than the target, up to a maximum of 150.",0,0,0,0,0,0,0,0,0,0,0,0,0
487,みずびたし,soak,みず,へんか,,100,20,0,第五世代,Changes the target’s type to Water.,0,0,0,0,0,0,0,0,0,0,1,1,1
488,ニトロチャージ,flame-charge,ほのお,ぶつり,50,100,20,0,第五世代,Inflicts regular damage.  Raises the user’s Speed by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
489,とぐろをまく,coil,どく,へんか,,,20,0,第五世代,"Raises the user’s Attack, Defense, and accuracy by one stage each.",0,0,0,0,0,0,0,0,0,0,0,0,0
490,ローキック,low-sweep,かくとう,ぶつり,65,100,20,0,第五世代,Lowers the target’s Speed by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
491,アシッドボム,acid-spray,どく,とくしゅ,40,100,20,0,第五世代,Lowers the target’s Special Defense by two stages.,0,0,0,1,0,0,0,0,0,0,1,0,1
492,イカサマ,foul-play,あく,ぶつり,95,100,15,0,第五世代,Calculates damage with the target’s attacking stat.,1,0,0,0,0,0,0,0,0,0,1,0,1
493,シンプルビーム,simple-beam,ノーマル,へんか,,100,15,0,第五世代,Changes the target’s ability to Simple.,0,0,0,0,0,0,0,0,0,0,1,1,1
494,なかまづくり,entrainment,ノーマル,へんか,,100,15,0,第五世代,Copies the user’s ability onto the target.,0,0,0,0,0,0,0,0,0,0,1,1,1
495,おさきにどうぞ,after-you,ノーマル,へんか,,,15,0,第五世代,Makes the target act next this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
496,りんしょう,round,ノーマル,とくしゅ,60,100,15,0,第五世代,Has double power if it’s used more than once per turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
497,エコーボイス,echoed-voice,ノーマル,とくしゅ,40,100,15,0,第五世代,"Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.",0,0,0,0,0,0,0,0,0,0,0,0,0
498,なしくずし,chip-away,ノーマル,ぶつり,70,100,20,0,第五世代,Ignores the target’s stat modifiers.,1,0,0,0,0,0,0,0,0,0,1,0,1
499,クリアスモッグ,clear-smog,どく,とくしゅ,50,,15,0,第五世代,Removes all of the target’s stat modifiers.,0,0,0,0,0,0,0,0,0,0,1,0,1
500,アシストパワー,stored-power,エスパー,とくしゅ,20,100,10,0,第五世代,"Power is higher the more the user’s stats have been raised, to a maximum of 31×.",0,0,0,0,0,0,0,0,0,0,0,0,0
501,ファストガード,quick-guard,かくとう,へんか,,,15,3,第五世代,Prevents any priority moves from hitting friendly Pokémon this turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
502,サイドチェンジ,ally-switch,エスパー,へんか,,,15,2,第五世代,User switches places with the friendly Pokémon opposite it.,0,0,0,0,0,0,0,0,0,0,0,0,0
503,ねっとう,scald,みず,とくしゅ,80,100,15,0,第五世代,Has a chance to burn the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
504,からをやぶる,shell-smash,ノーマル,へんか,,,15,0,第五世代,"Raises user’s Attack, Special Attack, and Speed by two stages.  Lower user’s Defense and Special Defense by one stage.",0,0,0,0,0,0,0,0,0,0,0,0,0
505,いやしのはどう,heal-pulse,エスパー,へんか,,,10,0,第五世代,Heals the target for half its max HP.,0,0,0,0,1,0,0,0,0,1,1,1,0
506,たたりめ,hex,ゴースト,とくしゅ,65,100,10,0,第五世代,Has double power if the target has a major status ailment.,0,0,0,0,0,0,0,0,0,0,0,0,0
507,フリーフォール,sky-drop,ひこう,ぶつり,60,100,10,0,第五世代,"Carries the target high into the air, dodging all attacks against either, and drops it next turn.",1,0,0,0,0,0,0,0,0,0,1,0,1
