id,name_ja,name_en,category_en,fling_power,effect_en
560,サファイア,sapphire,plot-advancement,,Give to Celio with Ruby to activate Network Machine and get Rainbow Pass.
561,マグマのしるし,magma-emblem,plot-advancement,,Provides access to the Team Magma Hideout in the Jagged Pass.
562,ふるびたかいず,old-sea-map,event-items,,Allows access to Faraway Island and Mew. Unreleased outside of Japan.
563,アクアカセット,douse-drive,species-specific,70,"Grants Genesect a blue, Water-type Techno Blast."
564,イナズマカセット,shock-drive,species-specific,70,"Grants Genesect a yellow, Electric-type Techno Blast."
565,ブレイズカセット,burn-drive,species-specific,70,"Grants Genesect a red, Fire-type Techno Blast."
566,フリーズカセット,chill-drive,species-specific,70,"Grants Genesect a white, Ice-type Techno Blast."
567,ハートスイーツ,sweet-heart,healing,30,Restores 20 HP.
568,はじめてメール,greet-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
569,だいすきメール,favored-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
570,おさそいメール,rsvp-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
571,かんしゃメール,thanks-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
572,しつもんメール,inquiry-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
573,おすすめメール,like-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
574,おかえしメール,reply-mail,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
575,ブリッジメールＳ,bridge-mail-s,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
576,ブリッジメールＨ,bridge-mail-d,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
577,ブリッジメールＣ,bridge-mail-t,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
578,ブリッジメールＶ,bridge-mail-v,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
579,ブリッジメールＷ,bridge-mail-m,all-mail,,Lets a Trainer write a message and send it via Pokémon trade.
580,きれいなウロコ,prism-scale,evolution,30,Traded on a Feebas: Holder evolves into Milotic.
581,しんかのきせき,eviolite,held-items,40,"Held: Holder has 1.5× Defense and Special Defense, as long as it’s not fully evolved."
582,かるいし,float-stone,held-items,30,Held: Holder has 0.5× weight.
583,ゴツゴツメット,rocky-helmet,held-items,60,"Held: When the holder is hit by a contact move, the attacking Pokémon takes 1/6 its max HP in damage."
584,ふうせん,air-balloon,held-items,10,"Held: Grants immunity to Ground-type moves, Spikes, and Toxic Spikes. Consumed when the holder takes damage from a move."
585,レッドカード,red-card,held-items,10,"Held: When the holder takes damage from a move, the opponent switches out for another random party Pokémon. Consumed after use."
586,ねらいのまと,ring-target,held-items,10,Held: Negates the holder’s type immunities. Ability immunities are not removed.
587,しめつけバンド,binding-band,held-items,30,Held: Doubles the per-turn damage of multi-turn trapping moves.
588,きゅうこん,absorb-bulb,held-items,30,Held: Raises the holder’s Special Attack by one stage when it takes Water-type damage.
589,じゅうでんち,cell-battery,held-items,30,Held: Raises the holder’s Attack by one stage when it takes Electric-type damage.
590,だっしゅつボタン,eject-button,held-items,30,"Held: When the holder takes damage from a move, it switches out for a party Pokémon of the Trainer’s choice."
591,ほのおのジュエル,fire-gem,jewels,,"Held: When the holder uses a damaging Fire-type move, the move has 1.5× power and this item is consumed."
592,みずのジュエル,water-gem,jewels,,"Held: When the holder uses a damaging Water-type move, the move has 1.5× power and this item is consumed."
593,でんきのジュエル,electric-gem,jewels,,"Held: When the holder uses a damaging Electric-type move, the move has 1.5× power and this item is consumed."
594,くさのジュエル,grass-gem,jewels,,"Held: When the holder uses a damaging Grass-type move, the move has 1.5× power and this item is consumed."
595,こおりのジュエル,ice-gem,jewels,,"Held: When the holder uses a damaging Ice-type move, the move has 1.5× power and this item is consumed."
596,かくとうジュエル,fighting-gem,jewels,,"Held: When the holder uses a damaging Fighting-type move, the move has 1.5× power and this item is consumed."
597,どくのジュエル,poison-gem,jewels,,"Held: When the holder uses a damaging Poison-type move, the move has 1.5× power and this item is consumed."
598,じめんのジュエル,ground-gem,jewels,,"Held: When the holder uses a damaging Ground-type move, the move has 1.5× power and this item is consumed."
599,ひこうのジュエル,flying-gem,jewels,,"Held: When the holder uses a damaging Flying-type move, the move has 1.5× power and this item is consumed."
600,エスパージュエル,psychic-gem,jewels,,"Held: When the holder uses a damaging Psychic-type move, the move has 1.5× power and this item is consumed."
601,むしのジュエル,bug-gem,jewels,,"Held: When the holder uses a damaging Bug-type move, the move has 1.5× power and this item is consumed."
602,いわのジュエル,rock-gem,jewels,,"Held: When the holder uses a damaging Rock-type move, the move has 1.5× power and this item is consumed."
603,ゴーストジュエル,ghost-gem,jewels,,"Held: When the holder uses a damaging Ghost-type move, the move has 1.5× power and this item is consumed."
604,あくのジュエル,dark-gem,jewels,,"Held: When the holder uses a damaging Dark-type move, the move has 1.5× power and this item is consumed."
605,はがねのジュエル,steel-gem,jewels,,"Held: When the holder uses a damaging Steel-type move, the move has 1.5× power and this item is consumed."
606,たいりょくのハネ,health-wing,vitamins,20,Increases HP effort by 1.
607,きんりょくのハネ,muscle-wing,vitamins,20,Increases Attack effort by 1.
608,ていこうのハネ,resist-wing,vitamins,20,Increases Defense effort by 1.
609,ちりょくのハネ,genius-wing,vitamins,20,Increases Special Attack effort by 1.
610,せいしんのハネ,clever-wing,vitamins,20,Increases Special Defense effort by 1.
611,しゅんぱつのハネ,swift-wing,vitamins,20,Increases Speed effort by 1.
612,きれいなハネ,pretty-wing,loot,20,Sell for 100 Pokédollars.
613,ふたのカセキ,cover-fossil,dex-completion,100,Can be revived into a Tirtouga.
614,はねのカセキ,plume-fossil,dex-completion,100,Can be revived into an Archen.
615,リバティチケット,liberty-pass,event-items,,Allows access to Liberty Garden and Victini.
616,デルダマ,pass-orb,held-items,30,Activates Pass Powers.
617,ドリームボール,dream-ball,special-balls,,Catches Pokémon found in the Dream World.
618,ポケじゃらし,poke-toy,spelunking,30,Ends a wild battle.
619,グッズケース,prop-case,gameplay,,Stores props for the Pokémon Musical.
620,ドラゴンのホネ,dragon-skull,plot-advancement,,Return to the museum in Nacrene City.
621,かおるキノコ,balm-mushroom,loot,30,Sell to Hungry Maid for 25000 Pokédollars.
622,でかいきんのたま,big-nugget,loot,130,Sell to Ore Collector for 30000 Pokédollars.
623,おだんごしんじゅ,pearl-string,loot,30,Sell to Ore Collector for 25000 Pokédollars.
624,すいせいのかけら,comet-shard,loot,30,Sell to Ore Collector for 60000 Pokédollars.
625,こだいのどうか,relic-copper,loot,30,Sell to Villa Owner for 1000 Pokédollars.
626,こだいのぎんか,relic-silver,loot,30,Sell to Villa Owner 5000 Pokédollars.
627,こだいのきんか,relic-gold,loot,30,Sell to Villa Owner 10000 Pokédollars.
628,こだいのツボ,relic-vase,loot,30,Sell to Villa Owner 50000 Pokédollars.
629,こだいのうでわ,relic-band,loot,30,Sell to Villa Owner for 100000 Pokédollars.
630,こだいのせきぞう,relic-statue,loot,30,Sell to Villa Owner 200000 Pokédollars.
631,こだいのおうかん,relic-crown,loot,30,Sell to Villa Owner for 300000 Pokédollars.
632,ヒウンアイス,casteliacone,status-cures,30,Cures any status ailment and confusion.
633,クリティカット2,dire-hit-2,miracle-shooter,,Raises critical hit rate by two stages in battle.  Wonder Launcher only.
634,スピーダー2,x-speed-2,miracle-shooter,,Raises Speed by two stages in battle.  Wonder Launcher only.
635,ＳＰアップ2,x-sp-atk-2,miracle-shooter,,Raises Special Attack by two stages in battle.  Wonder Launcher only.
636,ＳＰガード2,x-sp-def-2,miracle-shooter,,Raises Special Defense by two stages in battle.  Wonder Launcher only.
637,ディフェンダー2,x-defense-2,miracle-shooter,,Raises Defense by two stages in battle.  Wonder Launcher only.
638,プラスパワー2,x-attack-2,miracle-shooter,,Raises Attack by two stages in battle.  Wonder Launcher only.
639,ヨクアタール2,x-accuracy-2,miracle-shooter,,Raises accuracy by two stages in battle.  Wonder Launcher only.
640,スピーダー3,x-speed-3,miracle-shooter,,Raises Speed by three stages in battle.  Wonder Launcher only.
641,ＳＰアップ3,x-sp-atk-3,miracle-shooter,,Raises Special Attack by three stages in battle.  Wonder Launcher only.
642,ＳＰガード3,x-sp-def-3,miracle-shooter,,Raises Special Defense by three stages in battle.  Wonder Launcher only.
643,ディフェンダー3,x-defense-3,miracle-shooter,,Raises Defense by three stages in battle.  Wonder Launcher only.
644,プラスパワー3,x-attack-3,miracle-shooter,,Raises Attack by three stages in battle.  Wonder Launcher only.
645,ヨクアタール3,x-accuracy-3,miracle-shooter,,Raises accuracy by three stages in battle.  Wonder Launcher only.
646,スピーダー6,x-speed-6,miracle-shooter,,Raises Speed by six stages in battle.  Wonder Launcher only.
647,ＳＰアップ6,x-sp-atk-6,miracle-shooter,,Raises Special Attack by six stages in battle.  Wonder Launcher only.
648,ＳＰガード6,x-sp-def-6,miracle-shooter,,Raises Special Defense by six stages in battle.  Wonder Launcher only.
649,ディフェンダー6,x-defense-6,miracle-shooter,,Raises Defense by six stages in battle.  Wonder Launcher only.
650,プラスパワー6,x-attack-6,miracle-shooter,,Raises Attack by six stages in battle.  Wonder Launcher only.
651,ヨクアタール6,x-accuracy-6,miracle-shooter,,Raises accuracy by six stages in battle.  Wonder Launcher only.
652,スキルコール,ability-urge,miracle-shooter,,Forcibly activates a friendly Pokémon’s ability.
653,アイテムドロップ,item-drop,miracle-shooter,,Forces a friendly Pokémon to drop its held item.
654,アイテムコール,item-urge,miracle-shooter,,Forcibly activates a friendly Pokémon’s held item.
655,フラットコール,reset-urge,miracle-shooter,,Resets a friendly Pokémon’s stat changes.
656,クリティカット3,dire-hit-3,miracle-shooter,,Raises critical hit rate by three stages in battle.  Wonder Launcher only.
657,ライトストーン,light-stone,plot-advancement,,Summons Reshiram for the final battle against N.
658,ダークストーン,dark-stone,plot-advancement,,Summons Zekrom for the final battle against N.
659,わざマシン93,tm93,all-machines,,Teaches Wild Charge to a compatible Pokémon.
660,わざマシン94,tm94,all-machines,,Teaches Rock Smash to a compatible Pokémon.
661,わざマシン95,tm95,all-machines,,Teaches Snarl to a compatible Pokémon.
662,ライブキャスター,xtransceiver,gameplay,,Makes four-way video calls.
663,ゴッドストーン,god-stone,unused,,Unknown.  Currently unused.
664,はいたつぶつ1,gram-1,plot-advancement,,Part of a sidequest to obtain TM89.
665,はいたつぶつ2,gram-2,plot-advancement,,Part of a sidequest to obtain TM89.
666,はいたつぶつ3,gram-3,plot-advancement,,Part of a sidequest to obtain TM89.
668,ドラゴンジュエル,dragon-gem,jewels,,"Held: When the holder uses a damaging Dragon-type move, the move has 1.5× power and this item is consumed."
669,ノーマルジュエル,normal-gem,jewels,,"Held: When the holder uses a damaging Normal-type move, the move has 1.5× power and this item is consumed."
670,メダルボックス,medal-box,gameplay,,Holds medals recieved in the medal rally.
671,いでんしのくさび,dna-splicers,gameplay,,"Fuses Kyurem with Reshiram or Zekrom, or splits them apart again."
673,きょかしょう,permit,gameplay,,Grants access to the Nature Preserve.
674,まるいおまもり,oval-charm,gameplay,,Doubles the chance of two Pokémon producing an egg at the daycare every 255 steps.
675,ひかるおまもり,shiny-charm,gameplay,,Raises the chance of finding a shiny Pokémon.
676,プラズマカード,plasma-card,plot-advancement,,Required to progress in the Plasma Frigate.
677,よごれたハンカチ,grubby-hanky,plot-advancement,,Appears in the Café Warehouse on Sunday; return to the customer with a Patrat on Thursday.
678,アクロママシーン,colress-machine,plot-advancement,,Wakes up the Crustle blocking the way in Seaside Cave.
679,わすれもの,dropped-item,plot-advancement,,Returned to Curtis or Yancy as part of a sidequest.
681,うつしかがみ,reveal-glass,gameplay,,"Switches Tornadus, Thundurus, and Landorus between Incarnate and Therian Forme."
682,じゃくてんほけん,weakness-policy,held-items,80,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages."
683,とつげきチョッキ,assault-vest,held-items,80,Raises the holder’s Special Defense to 1.5×.  Prevents the holder from selecting a status move.
684,せいれいプレート,pixie-plate,plates,90,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Fairy.
685,とくせいカプセル,ability-capsule,vitamins,,Switches a Pokémon between its two possible (non-Hidden) Abilities.
686,ホイップポップ,whipped-dream,evolution,80,Traded on a Swirlix: Holder evolves into Slurpuff.
687,においぶくろ,sachet,evolution,80,Traded on a Spritzee: Holder evolves into Aromatisse.
688,ひかりごけ,luminous-moss,held-items,30,"Held: If the holder is hit by a damaging Water move, raises its Special Defense by one stage."
689,ゆきだま,snowball,held-items,30,"Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage."
690,ぼうじんゴーグル,safety-goggles,held-items,80,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.
691,たわわこやし,rich-mulch,mulch,30,Increases the total number of Berries by 2.
692,びっくりこやし,surprise-mulch,mulch,30,Increases the chance of Berry mutation.
693,ぐんぐんこやし,boost-mulch,mulch,30,Causes soil to dry out in 4 hours.
694,とんでもこやし,amaze-mulch,mulch,30,"Increases the total number of Berries by 2, increases the chance of Berry mutation, and causes soil to dry out in 4 hours."
695,ゲンガナイト,gengarite,mega-stones,80,Held: Allows Gengar to Mega Evolve into Mega Gengar.
696,サーナイトナイト,gardevoirite,mega-stones,80,Held: Allows Gardevoir to Mega Evolve into Mega Gardevoir.
697,デンリュウナイト,ampharosite,mega-stones,80,Held: Allows Ampharos to Mega Evolve into Mega Ampharos.
698,フシギバナイト,venusaurite,mega-stones,80,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.
699,リザードナイトＸ,charizardite-x,mega-stones,80,Held: Allows Charizard to Mega Evolve into Mega Charizard X.
700,カメックスナイト,blastoisinite,mega-stones,80,Held: Allows Blastoise to Mega Evolve into Mega Blastoise.
701,ミュウツナイトＸ,mewtwonite-x,mega-stones,80,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.
702,ミュウツナイトＹ,mewtwonite-y,mega-stones,80,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.
703,バシャーモナイト,blazikenite,mega-stones,80,Held: Allows Blaziken to Mega Evolve into Mega Blaziken.
704,チャーレムナイト,medichamite,mega-stones,80,Held: Allows Medicham to Mega Evolve into Mega Medicham.
705,ヘルガナイト,houndoominite,mega-stones,80,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.
706,ボスゴドラナイト,aggronite,mega-stones,80,Held: Allows Aggron to Mega Evolve into Mega Aggron.
707,ジュペッタナイト,banettite,mega-stones,80,Held: Allows Banette to Mega Evolve into Mega Banette.
708,バンギラスナイト,tyranitarite,mega-stones,80,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.
709,ハッサムナイト,scizorite,mega-stones,80,Held: Allows Scizor to Mega Evolve into Mega Scizor.
710,カイロスナイト,pinsirite,mega-stones,80,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.
711,プテラナイト,aerodactylite,mega-stones,80,Held: Allows Aerodactyl to Mega Evolve into Mega Aerodactyl.
712,ルカリオナイト,lucarionite,mega-stones,80,Held: Allows Lucario to Mega Evolve into Mega Lucario.
713,ユキノオナイト,abomasite,mega-stones,80,Held: Allows Abomasnow to Mega Evolve into Mega Abomasnow.
714,ガルーラナイト,kangaskhanite,mega-stones,80,Held: Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.
715,ギャラドスナイト,gyaradosite,mega-stones,80,Held: Allows Gyarados to Mega Evolve into Mega Gyarados.
716,アブソルナイト,absolite,mega-stones,80,Held: Allows Absol to Mega Evolve into Mega Absol.
717,リザードナイトＹ,charizardite-y,mega-stones,80,Held: Allows Charizard to Mega Evolve into Mega Charizard Y.
718,フーディナイト,alakazite,mega-stones,80,Held: Allows Alakazam to Mega Evolve into Mega Alakazam.
719,ヘラクロスナイト,heracronite,mega-stones,80,Held: Allows Heracross to Mega Evolve into Mega Heracross.
720,クチートナイト,mawilite,mega-stones,80,Held: Allows Mawile to Mega Evolve into Mega Mawile.
721,ライボルトナイト,manectite,mega-stones,80,Held: Allows Manectric to Mega Evolve into Mega Manectric.
722,ガブリアスナイト,garchompite,mega-stones,80,Held: Allows Garchomp to Mega Evolve into Mega Garchomp.
723,ロゼルのみ,roseli-berry,type-protection,10,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.
724,アッキのみ,kee-berry,other,10,"Held: When the holder is hit by a physical move, increases its Defense by one stage."
725,タラプのみ,maranga-berry,other,10,"Held: When the holder is hit by a special move, increases its Special Defense by one stage."
726,バーゲンチケット,discount-coupon,loot,10,Can be used at a boutique for a 50% discount.  Consumed once used.
727,ふしぎなおきもの,strange-souvenir,loot,30,Vendor trash.
728,ミアレガレット,lumiose-galette,status-cures,30,Cures all major status ailments and confusion.
729,アゴのカセキ,jaw-fossil,dex-completion,100,Can be revived into a Tyrunt.
730,ヒレのカセキ,sail-fossil,dex-completion,100,Can be revived into an Amaura.
731,ようせいジュエル,fairy-gem,jewels,,"Held: When the holder uses a damaging Fairy move, the move has 1.5× power and this item is consumed."
732,たんけんこころえ,adventure-rules,gameplay,,Contains basic gameplay information.
733,エレベータのキー,elevator-key,plot-advancement,,Unlocks the elevator in Lysandre Labs.
734,ホロキャスター,holo-caster,gameplay,,Displays cutscene conversations as the plot advances.
735,カロスエンブレム,honor-of-kalos,plot-advancement,,"Does nothing, but signifies becoming Champion."
736,すごそうないし,intriguing-stone,plot-advancement,,"Trade for a Sun Stone in X and Y, or Pidgeotite in Omega Ruby and Alpha Sapphire."
737,レンズケース,lens-case,gameplay,,Allows the player to change their eye color.
738,ハンサムチケット,looker-ticket,plot-advancement,,Advances the Looker postgame plot.
739,メガリング,mega-ring,gameplay,,Allows the player’s Pokémon to Mega Evolve.
740,はつでんしょパス,power-plant-pass,plot-advancement,,Permits entry to the Kalos Power Plant.
741,はかせのてがみ,profs-letter,plot-advancement,,Traded to the player’s mom for the Town Map and a Potion.
742,ローラースケート,roller-skates,gameplay,,Allows the player to move quickly and off the grid.
743,ハスボーじょうろ,sprinklotad,gameplay,,Waters Berry plants.
744,ＴＭＶパス,tmv-pass,gameplay,,Permits access to Kiloude City.
745,わざマシン96,tm96,all-machines,,Teaches a Pokémon TM96.
746,わざマシン97,tm97,all-machines,,Teaches a Pokémon TM97.
747,わざマシン98,tm98,all-machines,,Teaches a Pokémon TM98.
748,わざマシン99,tm99,all-machines,,Teaches a Pokémon TM99.
749,わざマシン100,tm100,all-machines,,Teaches a Pokémon TM100.
760,ラティアスナイト,latiasite,mega-stones,80,Held: Allows Latias to Mega Evolve into Mega Latias.
761,ラティオスナイト,latiosite,mega-stones,80,Held: Allows Latios to Mega Evolve into Mega Latios.
762,ありふれたいし,common-stone,unused,,Unknown.
763,コスメポーチ,makeup-bag,gameplay,,Allows the player to change their lipstick color.
764,いしょうトランク,travel-trunk,unused,,"Unobtainable, but allows the player to change clothes anywhere."
765,シャラサブレ,shalour-sable,status-cures,30,Cures any major status ailment and confusion.
768,メガチャーム,mega-charm,unused,,Unused Key Stone.
769,メガグローブ,mega-glove,unused,,Unused NPC Key Stone.
770,デボンのにもつ,devon-parts,plot-advancement,,Allows Captain Stern to set out on his expedition.
772,ポロックキット,pokeblock-kit,gameplay,,Creates and stores Pokéblocks.
773,1ごうしつのカギ,key-to-room-1,plot-advancement,,Unlocks the door to Room 1 in Sea Mauville.
774,2ごうしつのカギ,key-to-room-2,plot-advancement,,Unlocks the door to Room 2 in Sea Mauville.
775,4ごうしつのカギ,key-to-room-4,plot-advancement,,Unlocks the door to Room 4 in Sea Mauville.
776,6ごうしつのカギ,key-to-room-6,plot-advancement,,Unlocks the door to Room 6 in Sea Mauville.
779,デボンボンベ,devon-scuba-gear,plot-advancement,,Worn by the player while underwater.
780,ライブスーツ,contest-costume--jacket,gameplay,,Worn during Pokémon Contests.
782,マグマスーツ,magma-suit,plot-advancement,,Allows the player to ride Groudon in the Cave of Origin.
783,アクアスーツ,aqua-suit,plot-advancement,,Allows the player to ride Kyogre in the Cave of Origin.
784,ペアチケット,pair-of-tickets,plot-advancement,,Allows the player and their mother to see the star show in the Mossdeep Space Center.
785,メガバングル,mega-bracelet,gameplay,,Allows the player’s Pokémon to Mega Evolve.
786,メガペンダント,mega-pendant,unused,,Unused NPC Key Stone.
787,メガメガネ,mega-glasses,unused,,Unused NPC Key Stone.
788,メガイカリ,mega-anchor,unused,,Unused NPC Key Stone.
789,メガラペルピン,mega-stickpin,unused,,Unused NPC Key Stone.
790,メガティアラ,mega-tiara,unused,,Unused NPC Key Stone.
791,メガアンクレット,mega-anklet,unused,,Unused NPC Key Stone.
793,ラグラージナイト,swampertite,mega-stones,80,Held: Allows Swampert to Mega Evolve into Mega Swampert.
794,ジュカインナイト,sceptilite,mega-stones,80,Held: Allows Sceptile to Mega Evolve into Mega Sceptile.
795,ヤミラミナイト,sablenite,mega-stones,80,Held: Allows Sableye to Mega Evolve into Mega Sableye.
796,チルタリスナイト,altarianite,mega-stones,80,Held: Allows Altaria to Mega Evolve into Mega Altaria.
797,エルレイドナイト,galladite,mega-stones,80,Held: Allows Gallade to Mega Evolve into Mega Gallade.
798,タブンネナイト,audinite,mega-stones,80,Held: Allows Audino to Mega Evolve into Mega Audino.
799,メタグロスナイト,metagrossite,mega-stones,80,Held: Allows Metagross to Mega Evolve into Mega Metagross.
800,サメハダナイト,sharpedonite,mega-stones,80,Held: Allows Sharpedo to Mega Evolve into Mega Sharpedo.
801,ヤドランナイト,slowbronite,mega-stones,80,Held: Allows Slowbro to Mega Evolve into Mega Slowbro.
802,ハガネールナイト,steelixite,mega-stones,80,Held: Allows Steelix to Mega Evolve into Mega Steelix.
803,ピジョットナイト,pidgeotite,mega-stones,80,Held: Allows Pidgeot to Mega Evolve into Mega Pidgeot.
804,オニゴーリナイト,glalitite,mega-stones,80,Held: Allows Glalie to Mega Evolve into Mega Glalie.
805,ディアンシナイト,diancite,mega-stones,80,Held: Allows Diancie to Mega Evolve into Mega Diancie.
806,いましめのツボ,prison-bottle,gameplay,,Transforms Hoopa into its Unbound form for up to three days.
807,メガブレス,mega-cuff,unused,,Unused Key Stone.
808,バクーダナイト,cameruptite,mega-stones,80,Held: Allows Camerupt to Mega Evolve into Mega Camerupt.
809,ミミロップナイト,lopunnite,mega-stones,80,Held: Allows Lopunny to Mega Evolve into Mega Lopunny.
810,ボーマンダナイト,salamencite,mega-stones,80,Held: Allows Salamence to Mega Evolve into Mega Salamence.
811,スピアナイト,beedrillite,mega-stones,80,Held: Allows Beedrill to Mega Evolve into Mega Beedrill.
814,キーストーン,key-stone,gameplay,,Allows the player’s Pokémon to Mega Evolve.
815,いんせきのかけら,meteorite-shard,plot-advancement,,"Causes the Meteorite to transform to its final form, allowing Rayquaza to Mega Evolve."
816,むげんのふえ,eon-flute,gameplay,,Summons Latias or Latios for a ride.
817,ノーマルＺ,normalium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Normal moves.
818,ホノオＺ,firium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Fire moves.
819,ミズＺ,waterium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Water moves.
820,デンキＺ,electrium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Electric moves.
821,クサＺ,grassium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Grass moves.
822,コオリＺ,icium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Ice moves.
823,カクトウＺ,fightinium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Fighting moves.
824,ドクＺ,poisonium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Poison moves.
825,ジメンＺ,groundium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Ground moves.
826,ヒコウＺ,flyinium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Flying moves.
827,エスパーＺ,psychium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Psychic moves.
828,ムシＺ,buginium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Bug moves.
829,イワＺ,rockium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Rock moves.
830,ゴーストＺ,ghostium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Ghost moves.
831,ドラゴンＺ,dragonium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Dragon moves.
832,アクＺ,darkinium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Dark moves.
833,ハガネＺ,steelium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Steel moves.
834,フェアリーＺ,fairium-z--held,z-crystals,,Held: Allows a Pokémon to use the Z-move equivalents of its Fairy moves.
835,ピカチュウＺ,pikanium-z--held,z-crystals,,Held: Allows Pikachu to upgrade Volt Tackle into Catastropika.
836,ぎんのおうかん,bottle-cap,loot,30,Trade to Mr. Hyper to maximize one of a Pokémon’s genes.
837,きんのおうかん,gold-bottle-cap,loot,30,Trade to Mr. Hyper to maximize all of a Pokémon’s genes.
838,Ｚリング,z-ring,gameplay,,Allows the player’s Pokémon to use Z-moves.
839,ジュナイパーＺ,decidium-z--held,z-crystals,,Held: Allows Decidueye to upgrade Spirit Shackle into Sinister Arrow Raid.
840,ガオガエンＺ,incinium-z--held,z-crystals,,Held: Allows Incineroar to upgrade Darkest Lariat into Malicious Moonsault.
841,アシレーヌＺ,primarium-z--held,z-crystals,,Held: Allows Primarina to upgrade Sparkling Aria into Oceanic Operetta.
842,カプＺ,tapunium-z--held,z-crystals,,Held: Allows the Tapus to upgrade Nature’s Madness into Guardian of Alola.
843,マーシャドーＺ,marshadium-z--held,z-crystals,,Held: Allows Marshadow to upgrade Spectral Thief into Soul-Stealing 7 Star Strike.
844,アロライＺ,aloraichium-z--held,z-crystals,,Held: Allows Alola Raichu to upgrade Thunderbolt into Stoked Sparksurfer.
845,カビゴンＺ,snorlium-z--held,z-crystals,,Held: Allows Snorlax to upgrade Giga Impact into Pulverizing Pancake.
846,イーブイＺ,eevium-z--held,z-crystals,,Held: Allows Eevee to upgrade Last Resort into Extreme Evoboost.
847,ミュウＺ,mewnium-z--held,z-crystals,,Held: Allows Mew to upgrade Psychic into Genesis Supernova.
877,サトピカＺ,pikashunium-z--held,z-crystals,,"Held: Allows cap-wearing Pikachu to upgrade Thunderbolt into 10,000,000 Volt Thunderbolt."
878,ざいりょうぶくろ,forage-bag,gameplay,,Holds ingredients during Mallow’s trial.
879,つりざお,fishing-rod,gameplay,,Allows the player to fish for Pokémon.
880,はかせのふくめん,professors-mask,plot-advancement,,Lost by Professor Kukui.
881,フェスチケット,festival-ticket,gameplay,,Hosts a mission in Festival Plaza.
882,かがやくいし,sparkling-stone,plot-advancement,,Required to obtain a Z-Ring.
883,ビビリだま,adrenaline-orb,held-items,30,Makes wild Pokémon more likely to summon allies.  Held: increases the holder’s Speed by one stage when affected by Intimidate.
884,ジガルデキューブ,zygarde-cube,gameplay,,Contains collected Zygarde cells/cores.  Can teach Zygarde moves.
885,こおりのいし,ice-stone,evolution,30,Evolves an Alola Sandshrew into Alola Sandslash or an Alola Vulpix into Alola Ninetales.
886,ライドギア,ride-pager,unused,,Allows the player to summon a Ride Pokémon.
887,ウルトラボール,beast-ball,special-balls,,Tries to catch a wild Pokémon.  Success rate is 5× for Ultra Beasts and 0.1× for all other Pokémon.
888,おおきいマラサダ,big-malasada,status-cures,30,Cures major status ailments and confusion.
889,くれないのミツ,red-nectar,species-specific,10,Changes Oricorio to Baile Style.
890,やまぶきのミツ,yellow-nectar,species-specific,10,Changes Oricorio to Pom-Pom Style.
891,うすもものミツ,pink-nectar,species-specific,10,Changes Oricorio to Pa’u Style.
