id,name_ja,name_en,dex_no,generation,type1_ja,type2_ja,hp,attack,defense,sp_attack,sp_defense,speed,base_total,ability1_ja,ability2_ja,hidden_ability_ja,height_m,weight_kg,is_legendary,is_mythical
697,ガチゴラス,tyrantrum,697,第六世代,いわ,ドラゴン,82,121,119,69,59,71,521,がんじょうあご,,いしあたま,2.5,270.0,False,False
698,アマルス,amaura,698,第六世代,いわ,こおり,77,59,50,67,63,46,362,フリーズスキン,,ゆきふらし,1.3,25.2,False,False
699,アマルルガ,aurorus,699,第六世代,いわ,こおり,123,77,72,99,92,58,521,フリーズスキン,,ゆきふらし,2.7,225.0,False,False
700,ニンフィア,sylveon,700,第六世代,フェアリー,,95,65,65,110,130,60,525,メロメロボディ,,フェアリースキン,1.0,23.5,False,False
701,ルチャブル,hawlucha,701,第六世代,かくとう,ひこう,78,92,75,74,63,118,500,じゅうなん,かるわざ,かたやぶり,0.8,21.5,False,False
702,デデンネ,dedenne,702,第六世代,でんき,フェアリー,67,58,57,81,67,101,431,ほおぶくろ,ものひろい,プラス,0.2,2.2,False,False
703,メレシー,carbink,703,第六世代,いわ,フェアリー,50,50,150,50,150,50,500,クリアボディ,,がんじょう,0.3,5.7,False,False
704,ヌメラ,goomy,704,第六世代,ドラゴン,,45,50,35,55,75,40,300,そうしょく,うるおいボディ,ぬめぬめ,0.3,2.8,False,False
705,ヌメイル,sliggoo,705,第六世代,ドラゴン,,68,75,53,83,113,60,452,そうしょく,うるおいボディ,ぬめぬめ,0.8,17.5,False,False
706,ヌメルゴン,goodra,706,第六世代,ドラゴン,,90,100,70,110,150,80,600,そうしょく,うるおいボディ,ぬめぬめ,2.0,150.5,False,False
707,クレッフィ,klefki,707,第六世代,はがね,フェアリー,57,80,91,80,87,75,470,いたずらごころ,,マジシャン,0.2,3.0,False,False
708,ボクレー,phantump,708,第六世代,ゴースト,くさ,43,70,48,50,60,38,309,しぜんかいふく,おみとおし,しゅうかく,0.4,7.0,False,False
709,オーロット,trevenant,709,第六世代,ゴースト,くさ,85,110,76,65,82,56,474,しぜんかいふく,おみとおし,しゅうかく,1.5,71.0,False,False
710,バケッチャ,pumpkaboo-average,710,第六世代,ゴースト,くさ,49,66,70,44,55,51,335,ものひろい,おみとおし,ふみん,0.4,5.0,False,False
711,パンプジン,gourgeist-average,711,第六世代,ゴースト,くさ,65,90,122,58,75,84,494,ものひろい,おみとおし,ふみん,0.9,12.5,False,False
712,カチコール,bergmite,712,第六世代,こおり,,55,69,85,32,35,28,304,マイペース,アイスボディ,がんじょう,1.0,99.5,False,False
713,クレベース,avalugg,713,第六世代,こおり,,95,117,184,44,46,28,514,マイペース,アイスボディ,がんじょう,2.0,505.0,False,False
714,オンバット,noibat,714,第六世代,ひこう,ドラゴン,40,30,35,45,40,55,245,おみとおし,すりぬけ,テレパシー,0.5,8.0,False,False
715,オンバーン,noivern,715,第六世代,ひこう,ドラゴン,85,70,80,97,80,123,535,おみとおし,すりぬけ,テレパシー,1.5,85.0,False,False
716,ゼルネアス,xerneas,716,第六世代,フェアリー,,126,131,95,131,98,99,680,フェアリーオーラ,,,3.0,215.0,True,False
717,イベルタル,yveltal,717,第六世代,あく,ひこう,126,131,95,131,98,99,680,ダークオーラ,,,5.8,203.0,True,False
718,ジガルデ,zygarde-50,718,第六世代,ドラゴン,じめん,108,100,121,81,95,95,600,オーラブレイク,,,5.0,305.0,True,False
719,ディアンシー,diancie,719,第六世代,いわ,フェアリー,50,100,150,100,150,50,600,クリアボディ,,,0.7,8.8,False,True
720,フーパ,hoopa,720,第六世代,エスパー,ゴースト,80,110,60,150,130,70,600,マジシャン,,,0.5,9.0,False,True
721,ボルケニオン,volcanion,721,第六世代,ほのお,みず,80,110,120,130,90,70,600,ちょすい,,,1.7,195.0,False,True
722,モクロー,rowlet,722,第七世代,くさ,ひこう,68,55,55,50,50,42,320,しんりょく,,えんかく,0.3,1.5,False,False
723,フクスロー,dartrix,723,第七世代,くさ,ひこう,78,75,75,70,70,52,420,しんりょく,,えんかく,0.7,16.0,False,False
724,ジュナイパー,decidueye,724,第七世代,くさ,ゴースト,78,107,75,100,100,70,530,しんりょく,,えんかく,1.6,36.6,False,False
725,ニャビー,litten,725,第七世代,ほのお,,45,65,40,60,40,70,320,もうか,,いかく,0.4,4.3,False,False
726,ニャヒート,torracat,726,第七世代,ほのお,,65,85,50,80,50,90,420,もうか,,いかく,0.7,25.0,False,False
727,ガオガエン,incineroar,727,第七世代,ほのお,あく,95,115,90,80,90,60,530,もうか,,いかく,1.8,83.0,False,False
728,アシマリ,popplio,728,第七世代,みず,,50,54,54,66,56,40,320,げきりゅう,,うるおいボイス,0.4,7.5,False,False
729,オシャマリ,brionne,729,第七世代,みず,,60,69,69,91,81,50,420,げきりゅう,,うるおいボイス,0.6,17.5,False,False
730,アシレーヌ,primarina,730,第七世代,みず,フェアリー,80,74,74,126,116,60,530,げきりゅう,,うるおいボイス,1.8,44.0,False,False
731,ツツケラ,pikipek,731,第七世代,ノーマル,ひこう,35,75,30,30,30,65,265,するどいめ,スキルリンク,ものひろい,0.3,1.2,False,False
732,ケララッパ,trumbeak,732,第七世代,ノーマル,ひこう,55,85,50,40,50,75,355,するどいめ,スキルリンク,ものひろい,0.6,14.8,False,False
733,ドデカバシ,toucannon,733,第七世代,ノーマル,ひこう,80,120,75,75,75,60,485,するどいめ,スキルリンク,ちからずく,1.1,26.0,False,False
734,ヤングース,yungoos,734,第七世代,ノーマル,,48,70,30,30,30,45,253,はりこみ,がんじょうあご,てきおうりょく,0.4,6.0,False,False
735,デカグース,gumshoos,735,第七世代,ノーマル,,88,110,60,55,60,45,418,はりこみ,がんじょうあご,てきおうりょく,0.7,14.2,False,False
736,アゴジムシ,grubbin,736,第七世代,むし,,47,62,45,55,45,46,300,むしのしらせ,,,0.4,4.4,False,False
737,デンヂムシ,charjabug,737,第七世代,むし,でんき,57,82,95,55,75,36,400,バッテリー,,,0.5,10.5,False,False
738,クワガノン,vikavolt,738,第七世代,むし,でんき,77,70,90,145,75,43,500,ふゆう,,,1.5,45.0,False,False
739,マケンカニ,crabrawler,739,第七世代,かくとう,,47,82,57,42,47,63,338,かいりきバサミ,てつのこぶし,いかりのつぼ,0.6,7.0,False,False
740,ケケンカニ,crabominable,740,第七世代,かくとう,こおり,97,132,77,62,67,43,478,かいりきバサミ,てつのこぶし,いかりのつぼ,1.7,180.0,False,False
741,オドリドリ,oricorio-baile,741,第七世代,ほのお,ひこう,75,70,70,98,70,93,476,おどりこ,,,0.6,3.4,False,False
742,アブリー,cutiefly,742,第七世代,むし,フェアリー,40,45,40,55,40,84,304,みつあつめ,りんぷん,スイートベール,0.1,0.2,False,False
743,アブリボン,ribombee,743,第七世代,むし,フェアリー,60,55,60,95,70,124,464,みつあつめ,りんぷん,スイートベール,0.2,0.5,False,False
744,イワンコ,rockruff,744,第七世代,いわ,,45,65,40,30,40,60,280,するどいめ,やるき,ふくつのこころ,0.5,9.2,False,False
745,ルガルガン,lycanroc-midday,745,第七世代,いわ,,75,115,65,55,65,112,487,するどいめ,すなかき,ふくつのこころ,0.8,25.0,False,False
746,ヨワシ,wishiwashi-solo,746,第七世代,みず,,45,20,20,25,25,40,175,ぎょぐん,,,0.2,0.3,False,False
747,ヒドイデ,mareanie,747,第七世代,どく,みず,50,53,62,43,52,45,305,ひとでなし,じゅうなん,さいせいりょく,0.4,8.0,False,False
748,ドヒドイデ,toxapex,748,第七世代,どく,みず,50,63,152,53,142,35,495,ひとでなし,じゅうなん,さいせいりょく,0.7,14.5,False,False
749,ドロバンコ,mudbray,749,第七世代,じめん,,70,100,70,45,55,45,385,マイペース,じきゅうりょく,せいしんりょく,1.0,110.0,False,False
750,バンバドロ,mudsdale,750,第七世代,じめん,,100,125,100,55,85,35,500,マイペース,じきゅうりょく,せいしんりょく,2.5,920.0,False,False
751,シズクモ,dewpider,751,第七世代,みず,むし,38,40,52,40,72,27,269,すいほう,,ちょすい,0.3,4.0,False,False
752,オニシズクモ,araquanid,752,第七世代,みず,むし,68,70,92,50,132,42,454,すいほう,,ちょすい,1.8,82.0,False,False
753,カリキリ,fomantis,753,第七世代,くさ,,40,55,35,50,35,35,250,リーフガード,,あまのじゃく,0.3,1.5,False,False
754,ラランテス,lurantis,754,第七世代,くさ,,70,105,90,80,90,45,480,リーフガード,,あまのじゃく,0.9,18.5,False,False
755,ネマシュ,morelull,755,第七世代,くさ,フェアリー,40,35,55,65,75,15,285,はっこう,ほうし,あめうけざら,0.2,1.5,False,False
756,マシェード,shiinotic,756,第七世代,くさ,フェアリー,60,45,80,90,100,30,405,はっこう,ほうし,あめうけざら,1.0,11.5,False,False
757,ヤトウモリ,salandit,757,第七世代,どく,ほのお,48,44,40,71,40,77,320,ふしょく,,どんかん,0.6,4.8,False,False
758,エンニュート,salazzle,758,第七世代,どく,ほのお,68,64,60,111,60,117,480,ふしょく,,どんかん,1.2,22.2,False,False
759,ヌイコグマ,stufful,759,第七世代,ノーマル,かくとう,70,75,50,45,50,50,340,もふもふ,ぶきよう,メロメロボディ,0.5,6.8,False,False
760,キテルグマ,bewear,760,第七世代,ノーマル,かくとう,120,125,80,55,60,60,500,もふもふ,ぶきよう,きんちょうかん,2.1,135.0,False,False
761,アマカジ,bounsweet,761,第七世代,くさ,,42,30,38,30,38,32,210,リーフガード,どんかん,スイートベール,0.3,3.2,False,False
762,アママイコ,steenee,762,第七世代,くさ,,52,40,48,40,48,62,290,リーフガード,どんかん,スイートベール,0.7,8.2,False,False
763,アマージョ,tsareena,763,第七世代,くさ,,72,120,98,50,98,72,510,リーフガード,じょおうのいげん,スイートベール,1.2,21.4,False,False
764,キュワワー,comfey,764,第七世代,フェアリー,,51,52,90,82,110,100,485,フラワーベール,ヒーリングシフト,しぜんかいふく,0.1,0.3,False,False
765,ヤレユータン,oranguru,765,第七世代,ノーマル,エスパー,90,60,80,90,110,60,490,せいしんりょく,テレパシー,きょうせい,1.5,76.0,False,False
766,ナゲツケサル,passimian,766,第七世代,かくとう,,100,120,90,40,60,80,490,レシーバー,,まけんき,2.0,82.8,False,False
767,コソクムシ,wimpod,767,第七世代,むし,みず,25,35,40,20,30,80,230,にげごし,,,0.5,12.0,False,False
768,グソクムシャ,golisopod,768,第七世代,むし,みず,75,125,140,60,90,40,530,ききかいひ,,,2.0,108.0,False,False
769,スナバァ,sandygast,769,第七世代,ゴースト,じめん,55,55,80,70,45,15,320,みずがため,,すながくれ,0.5,70.0,False,False
770,シロデスナ,palossand,770,第七世代,ゴースト,じめん,85,75,110,100,75,35,480,みずがため,,すながくれ,1.3,250.0,False,False
771,ナマコブシ,pyukumuku,771,第七世代,みず,,55,60,130,30,130,5,410,とびだすなかみ,,てんねん,0.3,1.2,False,False
772,タイプ：ヌル,type-null,772,第七世代,ノーマル,,95,95,95,95,95,59,534,カブトアーマー,,,1.9,120.5,True,False
773,シルヴァディ,silvally,773,第七世代,ノーマル,,95,95,95,95,95,95,570,ＡＲシステム,,,2.3,100.5,True,False
774,メテノ,minior-red-meteor,774,第七世代,いわ,ひこう,60,60,100,60,100,60,440,リミットシールド,,,0.3,40.0,False,False
775,ネッコアラ,komala,775,第七世代,ノーマル,,65,115,65,75,95,65,480,ぜったいねむり,,,0.4,19.9,False,False
776,バクガメス,turtonator,776,第七世代,ほのお,ドラゴン,60,78,135,91,85,36,485,シェルアーマー,,,2.0,212.0,False,False
777,トゲデマル,togedemaru,777,第七世代,でんき,はがね,65,98,63,40,73,96,435,てつのトゲ,ひらいしん,がんじょう,0.3,3.3,False,False
778,ミミッキュ,mimikyu-disguised,778,第七世代,ゴースト,フェアリー,55,90,80,50,105,96,476,ばけのかわ,,,0.2,0.7,False,False
779,ハギギシリ,bruxish,779,第七世代,みず,エスパー,68,105,70,70,70,92,475,ビビッドボディ,がんじょうあご,ミラクルスキン,0.9,19.0,False,False
780,ジジーロン,drampa,780,第七世代,ノーマル,ドラゴン,78,60,85,135,91,36,485,ぎゃくじょう,そうしょく,ノーてんき,3.0,185.0,False,False
781,ダダリン,dhelmise,781,第七世代,ゴースト,くさ,70,131,100,86,90,40,517,はがねつかい,,,3.9,210.0,False,False
782,ジャラコ,jangmo-o,782,第七世代,ドラゴン,,45,55,65,45,45,45,300,ぼうだん,ぼうおん,ぼうじん,0.6,29.7,False,False
783,ジャランゴ,hakamo-o,783,第七世代,ドラゴン,かくとう,55,75,90,65,70,65,420,ぼうだん,ぼうおん,ぼうじん,1.2,47.0,False,False
784,ジャラランガ,kommo-o,784,第七世代,ドラゴン,かくとう,75,110,125,100,105,85,600,ぼうだん,ぼうおん,ぼうじん,1.6,78.2,False,False
785,カプ・コケコ,tapu-koko,785,第七世代,でんき,フェアリー,70,115,85,95,75,130,570,エレキメイカー,,テレパシー,1.8,20.5,True,False
786,カプ・テテフ,tapu-lele,786,第七世代,エスパー,フェアリー,70,85,75,130,115,95,570,サイコメイカー,,テレパシー,1.2,18.6,True,False
787,カプ・ブルル,tapu-bulu,787,第七世代,くさ,フェアリー,70,130,115,85,95,75,570,グラスメイカー,,テレパシー,1.9,45.5,True,False
788,カプ・レヒレ,tapu-fini,788,第七世代,みず,フェアリー,70,75,115,95,130,85,570,ミストメイカー,,テレパシー,1.3,21.2,True,False
789,コスモッグ,cosmog,789,第七世代,エスパー,,43,29,31,29,31,37,200,てんねん,,,0.2,0.1,True,False
790,コスモウム,cosmoem,790,第七世代,エスパー,,43,29,131,29,131,37,400,がんじょう,,,0.1,999.9,True,False
791,ソルガレオ,solgaleo,791,第七世代,エスパー,はがね,137,137,107,113,89,97,680,メタルプロテクト,,,3.4,230.0,True,False
792,ルナアーラ,lunala,792,第七世代,エスパー,ゴースト,137,113,89,137,107,97,680,ファントムガード,,,4.0,120.0,True,False
793,ウツロイド,nihilego,793,第七世代,いわ,どく,109,53,47,127,131,103,570,ビーストブースト,,,1.2,55.5,False,False
794,マッシブーン,buzzwole,794,第七世代,むし,かくとう,107,139,139,53,53,79,570,ビーストブースト,,,2.4,333.6,False,False
795,フェローチェ,pheromosa,795,第七世代,むし,かくとう,71,137,37,137,37,151,570,ビーストブースト,,,1.8,25.0,False,False
796,デンジュモク,xurkitree,796,第七世代,でんき,,83,89,71,173,71,83,570,ビーストブースト,,,3.8,100.0,False,False
797,テッカグヤ,celesteela,797,第七世代,はがね,ひこう,97,101,103,107,101,61,570,ビーストブースト,,,9.2,999.9,False,False
798,カミツルギ,kartana,798,第七世代,くさ,はがね,59,181,131,59,31,109,570,ビーストブースト,,,0.3,0.1,False,False
799,アクジキング,guzzlord,799,第七世代,あく,ドラゴン,223,101,53,97,53,43,570,ビーストブースト,,,5.5,888.0,False,False
800,ネクロズマ,necrozma,800,第七世代,エスパー,,97,107,101,127,89,79,600,プリズムアーマー,,,2.4,230.0,True,False
801,マギアナ,magearna,801,第七世代,はがね,フェアリー,80,95,115,130,115,65,600,ソウルハート,,,1.0,80.5,False,True
802,マーシャドー,marshadow,802,第七世代,かくとう,ゴースト,90,125,80,90,90,125,600,テクニシャン,,,0.7,22.2,False,True
803,ベベノム,poipole,803,第七世代,どく,,67,73,67,73,67,73,420,ビーストブースト,,,0.6,1.8,False,False
804,アーゴヨン,naganadel,804,第七世代,どく,ドラゴン,73,73,73,127,73,121,540,ビーストブースト,,,3.6,150.0,False,False
805,ツンデツンデ,stakataka,805,第七世代,いわ,はがね,61,131,211,53,101,13,570,ビーストブースト,,,5.5,820.0,False,False
806,ズガドーン,blacephalon,806,第七世代,ほのお,ゴースト,53,127,53,151,79,107,570,ビーストブースト,,,1.8,13.0,False,False
807,ゼラオラ,zeraora,807,第七世代,でんき,,88,112,75,102,80,143,600,ちくでん,,,1.5,44.5,False,True
808,メルタン,meltan,808,第七世代,はがね,,46,65,65,55,35,34,300,じりょく,,,0.2,8.0,False,True
809,メルメタル,melmetal,809,第七世代,はがね,,135,143,143,80,65,34,600,てつのこぶし,,,2.5,800.0,False,True
810,サルノリ,grookey,810,第八世代,くさ,,50,65,50,40,40,65,310,しんりょく,,グラスメイカー,0.3,5.0,False,False
811,バチンキー,thwackey,811,第八世代,くさ,,70,85,70,55,60,80,420,しんりょく,,グラスメイカー,0.7,14.0,False,False
812,ゴリランダー,rillaboom,812,第八世代,くさ,,100,125,90,60,70,85,530,しんりょく,,グラスメイカー,2.1,90.0,False,False
813,ヒバニー,scorbunny,813,第八世代,ほのお,,50,71,40,40,40,69,310,もうか,,リベロ,0.3,4.5,False,False
814,ラビフット,raboot,814,第八世代,ほのお,,65,86,60,55,60,94,420,もうか,,リベロ,0.6,9.0,False,False
815,エースバーン,cinderace,815,第八世代,ほのお,,80,116,75,65,75,119,530,もうか,,リベロ,1.4,33.0,False,False
816,メッソン,sobble,816,第八世代,みず,,50,40,40,70,40,70,310,げきりゅう,,スナイパー,0.3,4.0,False,False
817,ジメレオン,drizzile,817,第八世代,みず,,65,60,55,95,55,90,420,げきりゅう,,スナイパー,0.7,11.5,False,False
818,インテレオン,inteleon,818,第八世代,みず,,70,85,65,125,65,120,530,げきりゅう,,スナイパー,1.9,45.2,False,False
819,ホシガリス,skwovet,819,第八世代,ノーマル,,70,55,55,35,35,25,275,ほおぶくろ,,くいしんぼう,0.3,2.5,False,False
820,ヨクバリス,greedent,820,第八世代,ノーマル,,120,95,95,55,75,20,460,ほおぶくろ,,くいしんぼう,0.6,6.0,False,False
821,ココガラ,rookidee,821,第八世代,ひこう,,38,47,35,33,35,57,245,するどいめ,きんちょうかん,はとむね,0.2,1.8,False,False
822,アオガラス,corvisquire,822,第八世代,ひこう,,68,67,55,43,55,77,365,するどいめ,きんちょうかん,はとむね,0.8,16.0,False,False
823,アーマーガア,corviknight,823,第八世代,ひこう,はがね,98,87,105,53,85,67,495,プレッシャー,きんちょうかん,ミラーアーマー,2.2,75.0,False,False
824,サッチムシ,blipbug,824,第八世代,むし,,25,20,20,25,45,45,180,むしのしらせ,ふくがん,テレパシー,0.4,8.0,False,False
825,レドームシ,dottler,825,第八世代,むし,エスパー,50,35,80,50,90,30,335,むしのしらせ,ふくがん,テレパシー,0.4,19.5,False,False
826,イオルブ,orbeetle,826,第八世代,むし,エスパー,60,45,110,80,120,90,505,むしのしらせ,おみとおし,テレパシー,0.4,40.8,False,False
827,クスネ,nickit,827,第八世代,あく,,40,28,28,47,52,50,245,にげあし,かるわざ,はりこみ,0.6,8.9,False,False
828,フォクスライ,thievul,828,第八世代,あく,,70,58,58,87,92,90,455,にげあし,かるわざ,はりこみ,1.2,19.9,False,False
829,ヒメンカ,gossifleur,829,第八世代,くさ,,40,40,60,40,60,10,250,わたげ,さいせいりょく,ほうし,0.4,2.2,False,False
830,ワタシラガ,eldegoss,830,第八世代,くさ,,60,50,90,80,120,60,460,わたげ,さいせいりょく,ほうし,0.5,2.5,False,False
831,ウールー,wooloo,831,第八世代,ノーマル,,42,40,55,40,45,48,270,もふもふ,にげあし,ぼうだん,0.6,6.0,False,False
832,バイウールー,dubwool,832,第八世代,ノーマル,,72,80,100,60,90,88,490,もふもふ,ふくつのこころ,ぼうだん,1.3,43.0,False,False
833,カムカメ,chewtle,833,第八世代,みず,,50,64,50,38,38,44,284,がんじょうあご,シェルアーマー,すいすい,0.3,8.5,False,False
834,カジリガメ,drednaw,834,第八世代,みず,いわ,90,115,90,48,68,74,485,がんじょうあご,シェルアーマー,すいすい,1.0,115.5,False,False
835,ワンパチ,yamper,835,第八世代,でんき,,59,45,50,40,50,26,270,たまひろい,,びびり,0.3,13.5,False,False
836,パルスワン,boltund,836,第八世代,でんき,,69,90,60,90,60,121,490,がんじょうあご,,かちき,1.0,34.0,False,False
837,タンドン,rolycoly,837,第八世代,いわ,,30,40,50,40,50,30,240,じょうききかん,たいねつ,もらいび,0.3,12.0,False,False
838,トロッゴン,carkol,838,第八世代,いわ,ほのお,80,60,90,60,70,50,410,じょうききかん,ほのおのからだ,もらいび,1.1,78.0,False,False
839,セキタンザン,coalossal,839,第八世代,いわ,ほのお,110,80,120,80,90,30,510,じょうききかん,ほのおのからだ,もらいび,2.8,310.5,False,False
840,カジッチュ,applin,840,第八世代,くさ,ドラゴン,40,40,80,40,40,20,260,じゅくせい,くいしんぼう,ぼうだん,0.2,0.5,False,False
841,アップリュー,flapple,841,第八世代,くさ,ドラゴン,70,110,80,95,60,70,485,じゅくせい,くいしんぼう,はりきり,0.3,1.0,False,False
842,タルップル,appletun,842,第八世代,くさ,ドラゴン,110,85,80,100,80,30,485,じゅくせい,くいしんぼう,あついしぼう,0.4,13.0,False,False
843,スナヘビ,silicobra,843,第八世代,じめん,,52,57,75,35,50,46,315,すなはき,だっぴ,すながくれ,2.2,7.6,False,False
844,サダイジャ,sandaconda,844,第八世代,じめん,,72,107,125,65,70,71,510,すなはき,だっぴ,すながくれ,3.8,65.5,False,False
845,ウッウ,cramorant,845,第八世代,ひこう,みず,70,85,55,85,95,85,475,うのミサイル,,,0.8,18.0,False,False
846,サシカマス,arrokuda,846,第八世代,みず,,41,63,40,40,30,66,280,すいすい,,スクリューおびれ,0.5,1.0,False,False
847,カマスジョー,barraskewda,847,第八世代,みず,,61,123,60,60,50,136,490,すいすい,,スクリューおびれ,1.3,30.0,False,False
848,エレズン,toxel,848,第八世代,でんき,どく,40,38,35,54,35,40,242,びびり,せいでんき,ぶきよう,0.4,11.0,False,False
849,ストリンダー,toxtricity-amped,849,第八世代,でんき,どく,75,98,70,114,70,75,502,パンクロック,プラス,テクニシャン,1.6,40.0,False,False
850,ヤクデ,sizzlipede,850,第八世代,ほのお,むし,50,65,45,50,50,45,305,もらいび,しろいけむり,ほのおのからだ,0.7,1.0,False,False
851,マルヤクデ,centiskorch,851,第八世代,ほのお,むし,100,115,65,90,90,65,525,もらいび,しろいけむり,ほのおのからだ,3.0,120.0,False,False
852,タタッコ,clobbopus,852,第八世代,かくとう,,50,68,60,50,50,32,310,じゅうなん,,テクニシャン,0.6,4.0,False,False
853,オトスパス,grapploct,853,第八世代,かくとう,,80,118,90,70,80,42,480,じゅうなん,,テクニシャン,1.6,39.0,False,False
854,ヤバチャ,sinistea,854,第八世代,ゴースト,,40,45,45,74,54,50,308,くだけるよろい,,のろわれボディ,0.1,0.2,False,False
855,ポットデス,polteageist,855,第八世代,ゴースト,,60,65,65,134,114,70,508,くだけるよろい,,のろわれボディ,0.2,0.4,False,False
856,ミブリム,hatenna,856,第八世代,エスパー,,42,30,45,56,53,39,265,いやしのこころ,きけんよち,マジックミラー,0.4,3.4,False,False
857,テブリム,hattrem,857,第八世代,エスパー,,57,40,65,86,73,49,370,いやしのこころ,きけんよち,マジックミラー,0.6,4.8,False,False
858,ブリムオン,hatterene,858,第八世代,エスパー,フェアリー,57,90,95,136,103,29,510,いやしのこころ,きけんよち,マジックミラー,2.1,5.1,False,False
859,ベロバー,impidimp,859,第八世代,あく,フェアリー,45,45,30,55,40,50,265,いたずらごころ,おみとおし,わるいてぐせ,0.4,5.5,False,False
860,ギモー,morgrem,860,第八世代,あく,フェアリー,65,60,45,75,55,70,370,いたずらごころ,おみとおし,わるいてぐせ,0.8,12.5,False,False
861,オーロンゲ,grimmsnarl,861,第八世代,あく,フェアリー,95,120,65,95,75,60,510,いたずらごころ,おみとおし,わるいてぐせ,1.5,61.0,False,False
862,タチフサグマ,obstagoon,862,第八世代,あく,ノーマル,93,90,101,60,81,95,520,すてみ,こんじょう,まけんき,1.6,46.0,False,False
863,ニャイキング,perrserker,863,第八世代,はがね,,70,110,100,50,60,50,440,カブトアーマー,かたいツメ,はがねのせいしん,0.8,28.0,False,False
864,サニゴーン,cursola,864,第八世代,ゴースト,,60,95,50,145,130,30,510,くだけるよろい,,ほろびのボディ,1.0,0.4,False,False
865,ネギガナイト,sirfetchd,865,第八世代,かくとう,,62,135,95,68,82,65,507,ふくつのこころ,,きもったま,0.8,117.0,False,False
866,バリコオル,mr-rime,866,第八世代,こおり,エスパー,80,85,75,110,100,70,520,ちどりあし,バリアフリー,アイスボディ,1.5,58.2,False,False
867,デスバーン,runerigus,867,第八世代,じめん,ゴースト,58,95,145,50,105,30,483,さまようたましい,,,1.6,66.6,False,False
868,マホミル,milcery,868,第八世代,フェアリー,,45,40,40,50,61,34,270,スイートベール,,アロマベール,0.2,0.3,False,False
869,マホイップ,alcremie,869,第八世代,フェアリー,,65,60,75,110,121,64,495,スイートベール,,アロマベール,0.3,0.5,False,False
870,タイレーツ,falinks,870,第八世代,かくとう,,65,100,100,70,60,75,470,カブトアーマー,,まけんき,3.0,62.0,False,False
871,バチンウニ,pincurchin,871,第八世代,でんき,,48,101,95,91,85,15,435,ひらいしん,,エレキメイカー,0.3,1.0,False,False
872,ユキハミ,snom,872,第八世代,こおり,むし,30,25,35,45,30,20,185,りんぷん,,こおりのりんぷん,0.3,3.8,False,False
873,モスノウ,frosmoth,873,第八世代,こおり,むし,70,65,60,125,90,65,475,りんぷん,,こおりのりんぷん,1.3,42.0,False,False
874,イシヘンジン,stonjourner,874,第八世代,いわ,,100,125,135,20,20,70,470,パワースポット,,,2.5,520.0,False,False
875,コオリッポ,eiscue-ice,875,第八世代,こおり,,75,80,110,65,90,50,470,アイスフェイス,,,1.4,89.0,False,False
876,イエッサン,indeedee-male,876,第八世代,エスパー,ノーマル,60,65,55,105,95,95,475,せいしんりょく,シンクロ,サイコメイカー,0.9,28.0,False,False
877,モルペコ,morpeko-full-belly,877,第八世代,でんき,あく,58,95,58,70,58,97,436,はらぺこスイッチ,,,0.3,3.0,False,False
878,ゾウドウ,cufant,878,第八世代,はがね,,72,80,49,40,49,40,330,ちからずく,,ヘヴィメタル,1.2,100.0,False,False
879,ダイオウドウ,copperajah,879,第八世代,はがね,,122,130,69,80,69,30,500,ちからずく,,ヘヴィメタル,3.0,650.0,False,False
880,パッチラゴン,dracozolt,880,第八世代,でんき,ドラゴン,90,100,90,80,70,75,505,ちくでん,はりきり,すなかき,1.8,190.0,False,False
881,パッチルドン,arctozolt,881,第八世代,でんき,こおり,90,100,90,90,80,55,505,ちくでん,せいでんき,ゆきかき,2.3,150.0,False,False
882,ウオノラゴン,dracovish,882,第八世代,みず,ドラゴン,90,90,100,70,80,75,505,ちょすい,がんじょうあご,すなかき,2.3,215.0,False,False
883,ウオチルドン,arctovish,883,第八世代,みず,こおり,90,90,100,80,90,55,505,ちょすい,アイスボディ,ゆきかき,2.0,175.0,False,False
884,ジュラルドン,duraludon,884,第八世代,はがね,ドラゴン,70,95,115,120,50,85,535,ライトメタル,ヘヴィメタル,すじがねいり,1.8,40.0,False,False
885,ドラメシヤ,dreepy,885,第八世代,ドラゴン,ゴースト,28,60,30,40,30,82,270,クリアボディ,すりぬけ,のろわれボディ,0.5,2.0,False,False
886,ドロンチ,drakloak,886,第八世代,ドラゴン,ゴースト,68,80,50,60,50,102,410,クリアボディ,すりぬけ,のろわれボディ,1.4,11.0,False,False
887,ドラパルト,dragapult,887,第八世代,ドラゴン,ゴースト,88,120,75,100,75,142,600,クリアボディ,すりぬけ,のろわれボディ,3.0,50.0,False,False
888,ザシアン,zacian,888,第八世代,フェアリー,,92,120,115,80,115,138,660,ふとうのけん,,,2.8,110.0,True,False
889,ザマゼンタ,zamazenta,889,第八世代,かくとう,,92,120,115,80,115,138,660,ふくつのたて,,,2.9,210.0,True,False
890,ムゲンダイナ,eternatus,890,第八世代,どく,ドラゴン,140,85,95,145,95,130,690,プレッシャー,,,20.0,950.0,True,False
891,ダクマ,kubfu,891,第八世代,かくとう,,60,90,60,53,50,72,385,せいしんりょく,,,0.6,12.0,True,False
892,ウーラオス,urshifu-single-strike,892,第八世代,かくとう,あく,100,130,100,63,60,97,550,ふかしのこぶし,,,1.9,105.0,True,False
893,ザルード,zarude,893,第八世代,あく,くさ,105,120,105,70,95,105,600,リーフガード,,,1.8,70.0,False,True
